GMHI,Richness,Evenness,Shannon,Inverse Simpson
-2.546,94,0.3608,2.0731,3.9123
0.3191,75,0.4285,2.462,6.767
1.0161,89,0.4799,2.7573,9.3174
1.0335,85,0.4102,2.3571,5.1784
-0.1342,100,0.5067,2.9116,10.0599
-3.3632,73,0.4167,2.3946,4.9986
0.5329,75,0.568,3.264,18.4111
-1.4897,101,0.5956,3.4226,17.0602
-1.2461,85,0.5275,3.0311,11.2608
-0.286,89,0.5553,3.191,16.9371
0.4846,91,0.4452,2.558,5.1836
-3.6017,61,0.3656,2.1008,4.4067
-1.2373,99,0.4523,2.5992,8.0446
-0.0099,82,0.5736,3.2959,16.6986
-1.3663,88,0.4977,2.8599,10.977
-0.8675,127,0.573,3.2928,16.8505
0.3478,74,0.4062,2.3343,5.6089
-2.4076,104,0.5837,3.354,19.7711
-0.9596,84,0.5211,2.9942,10.4686
-0.31,85,0.4768,2.7398,7.6081
0.0987,96,0.5629,3.2346,15.9866
0.2867,74,0.4617,2.6531,7.6811
-0.0835,95,0.4674,2.6858,7.4097
-2.223,97,0.5278,3.0327,13.5301
0.1172,125,0.5591,3.213,13.1408
-0.817,92,0.4798,2.7568,8.8307
-4.2801,71,0.4902,2.8165,10.7465
0.6406,74,0.5468,3.142,14.9808
0.5321,74,0.4987,2.8659,10.2337
-3.3437,68,0.4669,2.6829,10.281
0.6187,83,0.3945,2.2669,3.68
1.2343,84,0.5419,3.1141,11.589
0.417,85,0.456,2.6205,6.1672
-1.5902,77,0.4373,2.5129,7.7154
1.1163,95,0.5383,3.0931,13.672
0.0167,98,0.5551,3.1897,13.6445
-2.2823,81,0.4704,2.7032,10.1415
-0.6588,98,0.3504,2.0137,2.9836
-2.8864,76,0.4127,2.3714,5.3124
-1.5678,101,0.5005,2.8762,8.3135
-3.7408,81,0.4986,2.865,11.966
-2.6003,93,0.517,2.9705,11.1669
0.5445,102,0.6616,3.8019,32.92
-0.9901,100,0.5538,3.1823,13.096
0.9954,97,0.4639,2.6657,6.8073
-0.4942,111,0.5832,3.3513,18.0931
1.6543,79,0.4826,2.7732,8.4834
-1.5642,88,0.4427,2.5441,5.2646
-0.902,124,0.5125,2.9452,8.663
-0.6708,93,0.524,3.0112,11.4359
1.4066,74,0.4299,2.4704,6.9526
0.947,97,0.5564,3.1971,13.8784
0.039,70,0.4191,2.4082,6.2929
-1.2457,102,0.5256,3.02,9.9891
0.8329,99,0.4691,2.6956,5.0235
-2.3103,74,0.516,2.9648,13.1722
1.2001,100,0.6232,3.5811,24.927
0.5538,82,0.4547,2.6128,7.9216
0.5786,80,0.3928,2.2572,3.72
1.2676,79,0.5364,3.0824,14.579
-0.7863,115,0.464,2.6664,7.198
-2.0007,85,0.4879,2.8034,11.0483
-1.1238,98,0.5441,3.1263,12.9071
-3.8848,81,0.4404,2.5303,6.3679
-0.4385,92,0.5607,3.2217,13.7679
0.9836,97,0.5642,3.2418,11.8087
-0.3314,84,0.4987,2.8657,11.0385
-0.0787,96,0.5051,2.9023,8.5103
0.7055,74,0.4757,2.7333,10.2378
-1.6231,79,0.456,2.6202,7.3257
-0.0016,88,0.4071,2.3393,5.8613
-0.4318,103,0.5118,2.9409,9.2841
-0.9155,96,0.6146,3.5319,23.2395
0.8735,85,0.532,3.0572,12.26
-1.3355,79,0.4434,2.548,6.9552
0.1482,67,0.4818,2.7683,10.5041
-0.1599,101,0.5755,3.3069,16.9496
-0.8396,103,0.561,3.2239,13.0471
-0.0348,88,0.2971,1.7072,2.2261
-1.2665,90,0.5128,2.9466,11.8081
0.229,94,0.5412,3.11,14.0775
-0.0267,82,0.3653,2.0992,4.5431
-0.1476,81,0.5168,2.9695,12.3011
-0.6147,97,0.4893,2.8114,8.6569
-2.8007,98,0.5311,3.0519,15.0405
-0.1526,88,0.5227,3.0035,10.5925
-1.8577,39,0.3483,2.0016,4.0386
0.8292,87,0.5075,2.9164,11.4553
-0.2265,57,0.4713,2.7084,10.2742
1.3743,82,0.4932,2.8339,10.4172
-4.0045,60,0.3323,1.9092,3.8462
-0.0175,86,0.5106,2.9342,11.2461
-0.1283,88,0.4874,2.8008,8.2379
-0.3021,106,0.5223,3.0014,11.821
1.0949,92,0.4597,2.6415,6.9297
0.7899,97,0.5424,3.1167,12.196
0.5625,77,0.3459,1.9877,2.642
-1.487,93,0.5412,3.1097,14.1475
-0.0841,92,0.392,2.2525,5.2141
1.0509,73,0.4787,2.7506,9.8851
0.8741,105,0.5844,3.3582,17.8296
-0.5598,92,0.5398,3.1015,13.6902
-0.1924,112,0.5703,3.2768,16.2896
0.7138,87,0.5654,3.2488,14.9743
-2.9137,69,0.4369,2.5103,7.0581
-0.4607,85,0.43,2.471,5.7505
-0.4486,78,0.4471,2.5691,7.7882
-0.5541,77,0.4451,2.5576,7.417
-1.7791,69,0.4433,2.5475,8.0268
0.2977,53,0.2423,1.3923,2.1717
1.2029,76,0.4786,2.7504,9.0522
-0.6421,62,0.2815,1.6178,2.622
0.7503,89,0.5113,2.9379,11.3964
-1.9942,85,0.4617,2.653,8.9223
-4.6501,55,0.389,2.2355,7.2292
-0.3639,99,0.5217,2.9979,7.8764
-0.0749,81,0.4792,2.7534,8.828
-2.492,65,0.399,2.293,6.075
-0.0482,87,0.4742,2.7249,8.6628
0.2428,95,0.5507,3.1643,15.1247
-0.8265,51,0.3772,2.1674,5.5309
-1.1028,115,0.5578,3.2053,13.6977
1.3945,74,0.4465,2.5657,8.9302
-1.7661,110,0.6029,3.4643,20.226
1.268,57,0.472,2.7124,10.3647
0.362,75,0.4529,2.6026,8.5065
0.4337,85,0.5566,3.1984,16.8369
1.2667,59,0.3793,2.1794,5.9001
2.2274,71,0.4503,2.5872,8.2284
0.6141,65,0.4213,2.421,8.0352
-4.0502,67,0.4117,2.366,6.407
-0.0621,74,0.4914,2.8235,11.5327
0.62,93,0.5333,3.0645,14.03
0.9418,72,0.3794,2.1803,5.4931
-1.373,64,0.3856,2.2155,6.193
-0.115,72,0.5152,2.9606,9.6916
-0.2295,88,0.4888,2.8086,9.411
-3.7533,77,0.4662,2.6788,8.2731
1.1168,92,0.5321,3.0574,10.4083
0.7895,81,0.511,2.9364,10.5371
-1.7293,88,0.3009,1.7288,2.342
-2.3712,52,0.3664,2.1056,4.8305
1.1996,71,0.5527,3.176,16.2107
-4.1733,43,0.344,1.9768,4.4984
1.3834,80,0.434,2.4938,5.4955
1.2093,91,0.5093,2.9264,12.9777
0.7518,68,0.4851,2.7872,10.1832
-0.2719,100,0.6032,3.4663,19.5759
-3.85,87,0.4932,2.8342,10.3644
-0.6806,106,0.4919,2.8267,8.2955
-0.7072,77,0.3622,2.0813,5.5594
0.3618,92,0.5584,3.2086,13.7107
0.4534,90,0.5269,3.0275,11.6683
-2.9959,75,0.4386,2.5206,8.0348
0.3173,62,0.4406,2.532,8.4696
1.2882,64,0.4635,2.6632,10.3119
0.4103,81,0.3836,2.2041,4.0102
-0.0383,84,0.525,3.0167,14.1033
-1.1637,64,0.3836,2.2044,4.7539
1.5229,75,0.4427,2.5436,6.2674
0.0961,87,0.495,2.8443,7.6611
-3.6821,63,0.4511,2.592,8.0794
0.7139,82,0.54,3.1029,13.2457
1.3854,78,0.5034,2.8927,12.0764
1.1064,66,0.4868,2.7971,7.9711
0.7651,90,0.5142,2.9545,11.7626
2.1347,63,0.4523,2.5992,9.082
-0.2019,65,0.4742,2.7248,10.4657
1.9416,71,0.5114,2.9384,11.8004
2.4611,78,0.4194,2.4102,5.6212
-0.6043,69,0.3707,2.13,3.2438
0.2155,63,0.405,2.3272,7.0614
-1.3173,122,0.5284,3.0362,11.9833
-0.664,82,0.4639,2.6657,8.2489
-0.5757,71,0.5045,2.8988,11.9201
2.0893,82,0.5398,3.1018,11.9197
0.346,92,0.497,2.8559,10.5941
-0.1692,68,0.4472,2.5699,8.5908
-0.7051,74,0.4282,2.4604,7.4979
0.4438,82,0.4824,2.7719,8.5963
1.8145,88,0.5569,3.2003,15.7916
0.4982,72,0.4394,2.5249,9.0185
-0.6253,82,0.4702,2.7019,10.1332
0.4695,85,0.5692,3.2709,18.6733
0.5745,84,0.4704,2.7031,8.8052
2.2214,68,0.39,2.2411,4.4603
-0.7225,79,0.5104,2.9331,11.9874
1.1519,108,0.4494,2.5825,5.8467
0.8066,99,0.5107,2.9345,10.4738
0.8416,84,0.5457,3.1357,14.2897
-1.889,88,0.5228,3.0042,13.3357
-1.3497,81,0.3543,2.036,2.8419
-1.2339,76,0.5141,2.9539,13.1201
0.0657,86,0.5622,3.2306,15.9563
0.4202,99,0.5217,2.9975,12.2412
-1.6133,82,0.5929,3.4069,23.2409
1.201,53,0.4706,2.7043,10.6676
-0.6509,94,0.5393,3.0991,13.2666
-0.4883,49,0.335,1.9248,4.829
0.2437,55,0.3969,2.2808,5.4859
-0.5758,64,0.439,2.5227,6.8565
1.2489,88,0.5219,2.9987,9.3048
-0.4231,64,0.4632,2.6615,10.4318
-0.4887,82,0.3818,2.1936,5.7493
0.1425,100,0.5183,2.9781,10.375
-0.3812,97,0.4935,2.8355,9.6355
2.2446,78,0.5506,3.1639,12.8075
1.103,69,0.3903,2.2425,5.4443
0.2113,84,0.4309,2.4762,8.921
2.0432,81,0.3604,2.0711,4.7504
0.836,97,0.3747,2.1533,3.3914
-2.0867,91,0.5423,3.116,13.9821
0.1196,112,0.5869,3.3724,15.2035
-0.6949,121,0.4154,2.3871,4.3075
0.8724,99,0.5847,3.3596,18.8138
1.3364,86,0.489,2.8101,11.3275
0.6449,89,0.5956,3.4224,19.5659
-0.4803,104,0.5398,3.1015,15.0667
0.6806,80,0.5235,3.0079,13.6662
-1.083,95,0.5027,2.8885,10.5274
-0.8354,106,0.5164,2.9671,11.6613
-0.7024,152,0.5603,3.2198,10.7578
-1.9723,82,0.2758,1.5849,2.202
-3.0561,103,0.5526,3.1752,16.4947
-2.5274,116,0.4034,2.3182,5.176
1.0918,73,0.4279,2.4587,4.3458
-2.8929,117,0.5817,3.3426,17.244
0.234,116,0.5786,3.3247,13.1535
0.6142,106,0.5423,3.1164,13.2456
-0.7123,93,0.4741,2.724,9.2469
1.6883,81,0.4648,2.6707,7.2458
-2.4098,85,0.416,2.3907,6.6386
-1.4579,83,0.5165,2.9679,11.5179
0.1472,112,0.6006,3.4512,18.5284
-0.5405,87,0.4417,2.5383,8.4291
0.4353,81,0.5526,3.1753,15.0656
0.8989,60,0.4338,2.4927,8.8041
2.2629,70,0.4366,2.509,6.8853
0.58,95,0.5601,3.2182,15.543
0.5716,81,0.4985,2.8642,10.3216
-2.7207,66,0.5033,2.8922,10.9775
-0.1272,93,0.4861,2.7931,7.0457
0.4607,77,0.3129,1.798,3.0908
0.2945,111,0.4041,2.3222,3.9833
-0.5464,79,0.4287,2.4632,7.8442
0.2162,104,0.5104,2.9327,8.8729
-0.8261,118,0.576,3.31,13.1971
0.0105,80,0.444,2.5514,5.6892
-0.9439,126,0.5435,3.1231,12.6671
-0.5211,82,0.5133,2.9497,11.7589
-1.0055,119,0.25,1.4366,1.8977
-0.4185,107,0.3887,2.2338,5.0134
1.3496,90,0.3528,2.027,4.2386
0.1143,83,0.3542,2.0356,5.1167
-0.4006,72,0.5318,3.0559,13.9872
1.3065,66,0.5056,2.9055,11.1203
-0.2193,105,0.5587,3.2106,13.8713
1.9332,78,0.5082,2.9203,9.9405
-1.0323,79,0.4286,2.4628,6.3861
0.6413,77,0.5367,3.0841,13.6067
-0.5433,72,0.4595,2.6403,8.6065
1.0539,96,0.5793,3.3286,15.0939
0.0384,75,0.4593,2.6395,6.9209
1.2732,50,0.5025,2.8877,12.0455
1.6814,58,0.4519,2.5968,7.7789
3.4926,35,0.4082,2.3453,6.6594
-0.1033,25,0.1868,1.0736,1.9234
0.7503,37,0.3956,2.2733,7.4841
1.6051,55,0.4462,2.5637,6.4783
3.6716,52,0.4791,2.7528,10.3217
-0.7471,24,0.2891,1.6614,3.409
0.879,47,0.4274,2.456,7.1472
1.5257,62,0.5595,3.2151,19.1182
2.7301,48,0.442,2.5396,8.282
0.2005,34,0.218,1.2526,2.5506
3.8179,58,0.5109,2.9355,11.1824
3.7778,53,0.4206,2.417,4.4511
1.3018,52,0.4727,2.7164,10.0856
0.7775,55,0.4538,2.6074,8.9498
2.3825,61,0.4862,2.7937,7.5999
-0.5779,42,0.3301,1.8966,4.3963
-3.4229,51,0.3589,2.0621,4.3244
1.2371,45,0.4503,2.5873,7.3931
0.5842,63,0.4882,2.8053,9.7428
2.8393,48,0.4914,2.8237,12.1742
2.1159,51,0.5124,2.9441,12.6848
-0.8803,93,0.4802,2.7595,6.6055
-2.6127,84,0.5112,2.9376,12.5586
0.45,104,0.41,2.3561,5.3653
-2.337,107,0.5,2.8729,6.0119
0.8138,87,0.5172,2.9719,10.6298
-4.3074,90,0.4416,2.5374,7.4781
-0.6073,62,0.4358,2.5042,8.848
-4.5676,105,0.5383,3.0929,12.998
-0.3916,101,0.4509,2.5912,6.2279
1.0982,97,0.4825,2.7728,6.9387
-2.366,122,0.6255,3.5944,22.1114
-2.4334,79,0.4982,2.863,11.6248
-2.1529,88,0.4613,2.6506,7.4951
-3.5385,90,0.5615,3.2267,16.2959
-3.7683,39,0.1892,1.0871,1.7396
-1.0416,54,0.3345,1.922,4.034
-0.7993,71,0.4687,2.6935,7.7201
-3.0416,59,0.142,0.8158,1.3629
-4.0298,75,0.5173,2.9726,11.8608
-0.6176,110,0.5487,3.1528,11.4795
0.2919,101,0.472,2.712,5.2719
-3.7386,107,0.4586,2.6351,8.0402
-1.155,70,0.4045,2.3242,4.1765
-0.5253,94,0.5504,3.1629,14.5176
-1.045,102,0.5804,3.3353,18.8799
-1.0114,84,0.4777,2.7449,8.074
-1.2764,87,0.3926,2.2561,4.3521
0.0431,94,0.5161,2.9655,9.8082
-2.2962,97,0.5277,3.0321,9.5273
0.174,89,0.4222,2.4259,4.5189
-0.4331,113,0.6187,3.5554,21.9948
-4.3951,68,0.4041,2.3223,5.599
0.9426,86,0.3818,2.194,3.5963
-0.9637,104,0.5477,3.1473,13.5988
-2.0616,91,0.53,3.0453,13.2537
0.6702,101,0.515,2.9595,10.7916
0.1523,102,0.3972,2.2823,3.8861
0.2408,97,0.5719,3.2862,18.134
-2.2145,96,0.5394,3.0994,9.457
-1.7556,60,0.4867,2.7965,8.9767
-4.2773,90,0.4662,2.6789,7.7927
-0.6139,104,0.5675,3.2609,14.7095
-0.8597,98,0.5042,2.8972,9.0731
-3.2851,85,0.4936,2.8365,9.4605
-0.7815,77,0.4626,2.6584,9.8365
0.3556,89,0.55,3.1606,14.7513
-4.1324,75,0.4653,2.6738,9.7146
-3.9169,80,0.5137,2.9519,11.2922
-1.1729,86,0.5457,3.1357,13.6485
-0.1678,77,0.5308,3.05,13.2526
-0.2979,92,0.5089,2.9242,10.1353
-1.0657,67,0.4399,2.528,6.8703
-3.5311,81,0.3356,1.9284,3.652
-0.5383,99,0.5899,3.3896,19.3923
-0.1291,81,0.3728,2.1425,3.2024
0.1911,63,0.4164,2.3925,4.3744
-3.6344,82,0.5447,3.1302,15.8254
-2.6552,102,0.4855,2.7898,8.4894
-1.5154,57,0.4591,2.6382,7.8767
-0.645,84,0.5001,2.8737,10.3449
-1.1463,103,0.5162,2.966,10.0934
-3.4022,76,0.5256,3.0205,14.4871
-1.4418,94,0.5532,3.179,14.8831
-1.2915,93,0.5032,2.8917,10.8577
-0.7223,114,0.5795,3.33,16.9079
-0.7507,79,0.4166,2.3941,4.4119
-0.3205,90,0.357,2.0515,3.0769
-0.1954,108,0.5555,3.1922,12.8013
-0.5179,98,0.5357,3.0784,13.2737
-1.3686,103,0.4678,2.6878,5.4106
4.0177,54,0.3028,1.7397,2.2165
0.487,71,0.4983,2.8632,11.0887
2.0546,72,0.3026,1.739,2.3909
-0.5645,93,0.4805,2.7612,7.3695
3.7457,65,0.5416,3.1121,14.4683
1.5815,82,0.5775,3.3184,18.1767
3.3367,67,0.3022,1.7365,2.4209
2.209,87,0.5907,3.3943,19.352
1.1386,65,0.4687,2.6932,10.2334
2.3525,84,0.5783,3.3229,16.9509
0.5042,62,0.4716,2.7097,8.948
2.5982,81,0.5611,3.224,14.44
-0.07,50,0.4462,2.5641,8.4163
3.3881,71,0.2533,1.4557,1.8406
3.4213,51,0.2199,1.2637,1.9025
-0.7259,60,0.481,2.7639,9.2612
3.7614,73,0.5023,2.8861,7.5503
2.154,71,0.5989,3.4417,23.8647
1.3725,67,0.4867,2.7968,9.5585
2.517,81,0.304,1.747,2.2174
2.6358,85,0.5581,3.2072,13.3064
3.416,56,0.5054,2.904,10.5895
1.0704,77,0.5408,3.1074,12.6629
3.3795,63,0.3682,2.116,3.4458
4.331,54,0.4361,2.5062,6.9809
3.0208,62,0.4958,2.8489,11.7129
3.1162,66,0.5198,2.9871,12.133
3.7413,70,0.1649,0.9476,1.406
2.7072,78,0.598,3.436,21.8289
1.863,75,0.5818,3.3431,16.1811
1.9199,75,0.5651,3.2472,16.466
2.8045,67,0.5123,2.9439,13.3426
2.8063,74,0.4283,2.4612,4.2909
2.9441,78,0.5344,3.0705,13.1638
1.0976,51,0.5248,3.0158,15.3947
3.9302,56,0.4831,2.7762,10.1043
3.1096,73,0.5619,3.2287,17.0337
1.1248,72,0.5748,3.303,19.1599
2.8039,55,0.5161,2.9655,14.4872
1.6565,77,0.4742,2.725,8.2935
2.824,80,0.5875,3.3761,19.1136
1.5859,75,0.2335,1.3415,1.7209
1.805,94,0.5584,3.2089,16.6678
1.6189,34,0.318,1.8274,3.8107
2.8383,71,0.224,1.2873,1.7028
3.7865,77,0.53,3.0456,10.5277
2.9395,79,0.5889,3.3842,18.0738
1.8035,81,0.539,3.0973,10.3822
3.7662,72,0.2966,1.7044,2.1872
-0.6085,41,0.1946,1.118,2.1612
2.2662,84,0.5564,3.1974,11.2743
4.2134,74,0.5555,3.1922,14.6667
2.2522,81,0.4459,2.562,4.5724
1.7946,55,0.4519,2.5966,6.5884
0.8483,38,0.3667,2.1072,5.8967
3.0669,72,0.5981,3.4371,21.0271
0.3601,92,0.6246,3.5893,26.7028
-0.2231,71,0.4969,2.8552,10.8946
-2.7751,56,0.4013,2.306,6.3506
1.9044,62,0.4244,2.4388,5.6783
3.868,78,0.442,2.5396,5.0122
4.1033,68,0.5369,3.0853,13.5855
2.9372,83,0.5533,3.1795,14.9608
2.8846,73,0.4962,2.8513,8.0549
4.2697,62,0.5249,3.0162,11.4146
2.6879,73,0.5585,3.2093,13.5371
4.2915,69,0.6019,3.4585,21.7182
1.5127,75,0.5937,3.4114,18.9943
2.0901,76,0.4788,2.751,8.204
0.4142,51,0.4676,2.6868,7.724
3.414,67,0.496,2.8502,9.9102
2.4368,70,0.4875,2.8013,9.1549
0.6181,89,0.5788,3.326,16.1247
2.6017,82,0.5562,3.1958,15.203
1.1875,94,0.5623,3.2308,11.8649
2.9261,71,0.5093,2.9264,11.8381
4.4802,73,0.5644,3.2433,16.7389
3.0003,67,0.3094,1.7781,2.3883
1.8061,71,0.5655,3.2493,15.5266
3.8883,69,0.3579,2.0566,2.7301
2.7898,67,0.4927,2.8314,9.3815
1.9691,61,0.5009,2.8781,10.2518
3.7945,82,0.3505,2.0143,2.5593
2.1085,72,0.5392,3.0982,13.5834
1.8709,56,0.4461,2.5633,6.32
1.4823,54,0.5044,2.8986,13.4386
1.5978,78,0.2504,1.4389,1.7674
2.6298,56,0.2129,1.2235,1.7388
2.1263,60,0.4871,2.7991,7.8938
-0.8901,71,0.5604,3.2203,16.9717
4.6462,73,0.5103,2.9323,11.3169
3.6358,59,0.4423,2.5416,4.6207
1.5928,68,0.5455,3.1344,15.2775
3.4556,56,0.3246,1.8653,2.8878
-1.244,59,0.3995,2.2958,4.597
1.5047,59,0.5225,3.0022,14.7582
4.243,65,0.5565,3.1975,17.243
3.1998,70,0.4198,2.4121,4.2139
1.9794,72,0.5563,3.1969,16.4587
-1.8203,85,0.5488,3.1537,15.8253
1.8081,76,0.5616,3.2271,16.2451
2.2163,72,0.4935,2.8355,10.9345
1.8279,81,0.5352,3.0754,13.6357
1.8298,75,0.4951,2.845,10.6173
4.8155,82,0.5361,3.0804,13.1451
0.5109,81,0.5504,3.1627,13.6282
1.2119,94,0.5876,3.3767,18.114
2.8394,86,0.5851,3.362,17.9467
1.8108,68,0.4917,2.8252,9.5449
1.6937,83,0.5436,3.1237,14.8847
3.6398,76,0.5341,3.0692,9.8952
0.0341,98,0.5925,3.4046,21.3592
-0.2285,112,0.5919,3.4012,19.292
1.3094,82,0.3151,1.8103,2.4888
0.5744,89,0.553,3.1778,14.3427
1.1521,78,0.5089,2.924,11.1635
3.1546,77,0.5253,3.0183,11.4637
2.6069,83,0.6254,3.5934,25.5945
1.4003,92,0.5797,3.3308,15.7489
3.0486,64,0.4824,2.7721,9.1026
3.0792,86,0.4576,2.6292,5.1643
2.0335,78,0.5667,3.2564,16.8839
2.2881,76,0.5561,3.1957,13.9326
1.4308,85,0.5159,2.9646,10.056
3.8796,78,0.5192,2.9835,10.1728
2.2812,84,0.374,2.1493,3.009
0.0529,96,0.5562,3.1958,13.4669
1.4333,81,0.4615,2.6519,6.0741
2.8567,67,0.5084,2.9213,8.2556
1.149,79,0.5631,3.2359,15.2748
2.5852,78,0.6081,3.4945,23.1105
2.4953,68,0.5378,3.0903,13.8365
3.2911,72,0.589,3.3845,21.6256
1.9519,64,0.5262,3.0238,12.8797
2.4608,94,0.5945,3.416,14.6686
3.6314,84,0.63,3.6204,24.8871
2.8004,78,0.5952,3.4202,18.7275
-0.1811,76,0.5293,3.0415,13.6654
-0.0923,114,0.5809,3.3378,14.7457
-2.1471,71,0.5594,3.2146,15.7319
1.2684,44,0.5384,3.0938,16.1724
1.612,86,0.5522,3.1731,13.9499
2.9362,79,0.6033,3.4668,21.47
1.5302,87,0.5906,3.3935,21.4525
1.9568,76,0.5274,3.0305,11.817
1.6814,78,0.5735,3.2956,17.074
0.3008,85,0.5242,3.0123,12.4893
0.9481,75,0.5782,3.3225,17.4346
1.8798,88,0.5798,3.3319,15.5387
1.2751,83,0.513,2.948,10.8633
1.9738,83,0.5774,3.3181,17.9674
2.3421,83,0.4529,2.6026,5.3402
2.1433,102,0.4975,2.859,6.9307
-0.4041,90,0.53,3.0453,12.9848
2.2889,85,0.5248,3.0157,13.1504
1.6342,77,0.5888,3.3834,19.4426
1.1048,85,0.5823,3.3462,20.2469
3.7875,49,0.5015,2.8818,11.2634
0.3159,93,0.5783,3.3231,17.8911
2.4754,81,0.4629,2.6601,6.2882
3.0731,76,0.5382,3.0926,15.0777
2.5171,84,0.5541,3.1838,14.8695
3.7412,75,0.5555,3.1921,15.6413
-0.5567,90,0.5319,3.0565,12.1341
0.8087,78,0.5254,3.0192,13.8941
3.746,74,0.5735,3.2953,17.753
2.3474,77,0.5301,3.0459,12.0573
3.2364,76,0.55,3.1605,15.5074
2.7254,75,0.5538,3.1824,15.6122
3.0016,88,0.5224,3.0021,11.0547
2.9644,84,0.5781,3.3218,15.9307
2.5395,78,0.603,3.4651,21.7208
2.0526,79,0.587,3.3728,20.9432
2.8672,84,0.5717,3.2849,16.788
1.6037,102,0.6268,3.602,26.5622
2.7937,64,0.5439,3.1255,16.7141
1.9407,76,0.4829,2.7749,9.0408
2.2496,98,0.5504,3.163,15.3868
0.2018,93,0.548,3.1487,14.4774
1.7128,94,0.6238,3.5846,24.9812
1.9393,81,0.5808,3.3375,19.5225
1.8001,72,0.58,3.3326,18.097
2.715,91,0.6384,3.6682,26.6197
-0.0204,82,0.5541,3.1841,14.8671
1.0236,89,0.592,3.4018,15.9059
3.6982,68,0.5601,3.2184,16.4484
0.4572,89,0.5407,3.1071,12.7627
2.0026,87,0.5886,3.3822,15.4852
3.8991,84,0.5364,3.0821,11.5034
-0.4645,105,0.5557,3.1934,15.5181
1.4617,79,0.604,3.471,20.0012
2.9987,81,0.531,3.0512,12.849
2.5372,74,0.574,3.298,15.9651
3.7315,61,0.4793,2.7543,9.4616
0.3843,87,0.5491,3.1553,15.649
2.7217,81,0.4428,2.5446,5.087
1.2653,71,0.4491,2.5809,5.7502
-0.1753,78,0.5134,2.9502,11.2844
2.0807,86,0.5421,3.1152,12.1792
1.1618,68,0.4506,2.5891,7.1131
1.4797,62,0.5493,3.1566,14.0162
1.2132,96,0.5561,3.1955,13.586
2.3555,82,0.544,3.1259,12.3509
0.4879,89,0.5009,2.8782,8.6492
1.5091,79,0.5404,3.1053,12.4354
4.1878,73,0.5416,3.1123,13.2734
-2.0955,68,0.5041,2.8966,10.3051
2.0439,91,0.5762,3.3109,14.8531
1.3401,84,0.4805,2.7609,7.6592
2.5838,71,0.4623,2.6565,7.5851
2.456,89,0.6093,3.5009,24.0736
3.7633,37,0.4893,2.8118,11.6954
3.9875,61,0.4416,2.5375,5.9088
1.5253,95,0.6028,3.4641,19.8802
2.5718,87,0.5929,3.4069,19.6019
0.1093,105,0.505,2.9018,7.8261
-1.5814,85,0.5379,3.0907,13.5553
0.5826,86,0.5682,3.2652,16.1812
1.0376,56,0.4154,2.3872,4.8946
-0.0649,100,0.4026,2.3134,5.2092
1.5963,107,0.6304,3.6222,24.3392
2.0238,83,0.5889,3.3838,18.0802
1.0183,104,0.601,3.4537,20.037
0.3339,75,0.5136,2.9513,11.8023
3.2902,64,0.5138,2.9524,13.3316
3.2745,69,0.5457,3.136,16.744
1.1236,90,0.4305,2.4739,4.8354
2.2375,83,0.5769,3.3149,16.7656
1.1681,109,0.5487,3.1529,12.4914
0.3259,100,0.5865,3.3699,19.6477
0.3982,85,0.5662,3.2534,14.9335
2.0747,74,0.4594,2.6398,6.757
1.4484,90,0.5795,3.3298,17.7097
2.2529,84,0.5705,3.2779,13.897
-0.4258,83,0.5665,3.2555,19.991
0.4934,91,0.5756,3.3074,19.0126
4.324,62,0.5505,3.1633,15.0292
-1.1044,90,0.5471,3.1437,14.6883
3.4369,71,0.5826,3.3475,15.2112
1.0051,98,0.507,2.9133,8.1348
0.6982,98,0.6045,3.4734,21.9814
1.9724,94,0.5947,3.4174,20.4811
0.3479,104,0.5514,3.1683,9.4467
2.7166,67,0.382,2.1953,3.4483
2.4592,79,0.4487,2.5782,5.7601
3.2389,75,0.5682,3.2649,16.9719
2.6769,93,0.5192,2.9835,10.2891
0.2659,86,0.5861,3.368,19.0991
0.066,109,0.5477,3.1472,13.3579
0.0702,104,0.5526,3.1754,17.1892
1.6159,75,0.5397,3.1015,13.6532
4.0583,88,0.5623,3.2309,15.2347
2.2297,81,0.5563,3.1967,15.6533
2.5251,95,0.5192,2.9835,7.3201
-0.1505,99,0.5427,3.1187,13.7571
1.5849,85,0.5494,3.1568,12.9218
3.349,52,0.3032,1.7425,2.9109
3.6961,74,0.5158,2.9641,9.8779
3.0584,89,0.4379,2.5163,4.5163
-0.226,88,0.5584,3.2088,15.0788
1.8267,103,0.5679,3.2634,14.0517
1.2919,85,0.4783,2.7484,7.6221
1.608,104,0.5541,3.1837,9.5962
1.2601,112,0.6272,3.6039,26.1319
2.9726,72,0.5293,3.0417,12.968
1.6859,82,0.4555,2.6173,6.6371
0.6538,77,0.5417,3.1127,14.3733
0.5781,100,0.6037,3.4688,20.711
-2.4724,79,0.5288,3.0389,13.7048
3.0551,79,0.5385,3.0943,12.0214
-0.1168,123,0.626,3.5971,22.4807
1.1592,119,0.6219,3.5735,20.8141
-0.7067,87,0.5391,3.0976,14.0635
2.0087,100,0.615,3.5338,22.76
1.7049,78,0.6023,3.4612,22.8582
2.2052,85,0.6118,3.5155,22.8103
1.3773,92,0.5243,3.0126,13.4088
1.7912,81,0.4563,2.6222,6.2876
2.7635,82,0.5362,3.081,11.8335
3.4918,79,0.5948,3.418,18.9198
1.142,105,0.6351,3.6491,27.0173
