GMHI,Richness,Evenness,Shannon,Inverse Simpson
-1.0649,68,0.3817,2.1931,4.7101
-1.6958,77,0.3865,2.2207,4.9252
0.6517,91,0.5806,3.3363,18.8131
0.4558,71,0.272,1.5631,2.1922
-3.7173,89,0.4858,2.7916,9.2945
-0.3928,100,0.5163,2.9666,7.6571
2.1082,75,0.3533,2.0302,3.0854
0.0388,73,0.3704,2.1286,3.6036
1.8776,72,0.4719,2.7116,8.5927
-1.6586,90,0.4665,2.6805,7.7137
-3.6043,72,0.422,2.4251,5.543
-3.14,66,0.4648,2.6709,9.1106
-0.6539,86,0.4691,2.6957,8.2664
1.232,66,0.4071,2.3391,6.0757
-3.0923,50,0.3682,2.1155,5.0669
0.0034,89,0.5054,2.9043,11.5095
0.4588,58,0.3697,2.1246,5.9408
-0.1453,75,0.4293,2.4666,6.5591
-0.2807,86,0.3376,1.94,3.7845
-0.0385,90,0.4865,2.7953,9.5792
-0.923,85,0.3867,2.2221,3.4833
-1.9981,87,0.4688,2.6938,9.5721
-1.1463,89,0.4688,2.6935,7.6804
0.921,59,0.29,1.6663,2.5476
-0.7122,71,0.4597,2.6413,6.7171
-1.9266,81,0.5431,3.1205,14.1386
-3.4895,60,0.3141,1.8046,3.4492
-0.9272,84,0.4806,2.7614,9.277
-0.309,85,0.4964,2.8526,11.3106
-4.1884,56,0.4008,2.3029,5.6038
0.8285,78,0.5182,2.9778,10.1601
1.3428,75,0.285,1.6375,2.1212
1.8974,69,0.5025,2.8875,11.0611
-0.0779,93,0.5349,3.0736,13.3141
-1.1765,83,0.5455,3.1347,14.6911
-3.3381,103,0.5544,3.1855,11.1247
-4.4307,96,0.575,3.3042,19.4092
0.0394,98,0.598,3.4362,21.4121
-1.7496,58,0.3335,1.9166,3.8442
-1.7809,95,0.4528,2.602,8.1758
0.2638,87,0.5086,2.9224,10.527
0.658,97,0.4704,2.7031,6.8244
1.8296,84,0.4942,2.8396,8.3151
-0.1616,88,0.4965,2.8529,9.736
0.0817,104,0.5543,3.1851,13.327
-1.2406,87,0.482,2.7699,9.9788
-0.6662,76,0.4253,2.4436,5.9009
0.0474,84,0.5173,2.9725,13.1509
0.7782,74,0.1721,0.9889,1.4904
-3.4762,68,0.4044,2.3235,5.0679
1.7634,78,0.3918,2.2514,4.0773
-0.1836,80,0.4484,2.5768,6.2091
-3.8821,80,0.4626,2.6581,8.4415
1.6114,68,0.3419,1.9647,2.9912
0.4852,86,0.452,2.5974,7.6493
0.9711,75,0.3298,1.8951,2.7269
-3.586,65,0.3764,2.1628,4.3528
-0.4173,112,0.6164,3.5419,21.0531
-0.9075,104,0.5754,3.3064,17.4426
-0.1861,91,0.5289,3.0393,11.6423
-0.2912,68,0.4371,2.5118,6.8171
-0.4645,81,0.3789,2.1774,4.0666
-1.5328,85,0.5057,2.906,9.7229
-3.1283,74,0.4591,2.6379,7.0429
0.6775,88,0.5389,3.0969,12.3577
-2.674,83,0.5198,2.9869,10.8862
1.1536,95,0.5794,3.3292,16.5105
0.1975,65,0.3168,1.8205,2.7805
-1.4837,69,0.4075,2.3416,6.1073
0.2124,88,0.527,3.0282,10.5123
-2.0818,86,0.5506,3.164,16.5706
0.672,74,0.2665,1.5315,1.9968
-1.3262,93,0.5004,2.8753,10.5465
1.35,78,0.5298,3.0446,13.0545
-1.5206,54,0.2052,1.1789,1.7408
-3.457,83,0.4545,2.6118,8.477
0.9252,58,0.2395,1.3761,1.9292
-0.5265,95,0.5319,3.0567,9.907
0.0302,94,0.6032,3.466,21.8006
-0.9578,100,0.5167,2.9693,12.0749
-0.4828,74,0.4006,2.302,4.8307
2.8501,65,0.3611,2.0752,4.4996
-0.2166,115,0.6017,3.4572,21.7028
-1.923,93,0.4922,2.8281,10.439
-3.8327,79,0.4893,2.8114,10.132
-0.2701,67,0.4575,2.629,7.5021
0.8184,91,0.4714,2.7085,7.9207
1.6561,91,0.4816,2.7672,8.0143
0.5097,52,0.3176,1.825,3.213
-0.5867,62,0.2708,1.5562,2.1754
0.2826,93,0.4932,2.8339,10.7654
-0.0975,73,0.419,2.4076,5.2975
1.1227,84,0.5431,3.1206,13.327
1.2058,70,0.3062,1.7594,2.7882
-3.8606,59,0.4816,2.7674,11.5213
-1.1153,85,0.5183,2.9784,12.3095
-1.0095,77,0.4622,2.6561,7.9711
1.369,89,0.5639,3.2405,17.2842
-0.8268,62,0.4095,2.3531,6.7486
0.1228,75,0.2706,1.5549,2.1547
-2.568,64,0.43,2.471,5.7168
-0.6909,88,0.5435,3.1228,15.1371
1.416,74,0.3979,2.2863,3.8017
-3.3314,79,0.486,2.7924,9.84
-2.3149,95,0.5534,3.1802,15.187
-0.741,67,0.4758,2.7342,10.1048
0.4354,77,0.4515,2.5943,8.0817
-1.6811,68,0.4684,2.6913,10.4895
0.5695,84,0.4519,2.5967,6.9284
1.3404,79,0.5596,3.2156,16.6438
-0.1286,50,0.4829,2.7751,11.3297
-0.9559,83,0.4997,2.8714,10.1745
-3.0221,58,0.4635,2.6633,10.2091
-2.9868,82,0.4894,2.8124,8.983
-2.1647,69,0.3228,1.8546,3.2727
-0.0953,68,0.4769,2.7403,8.2418
-1.7827,87,0.5241,3.0117,13.4717
-1.3816,110,0.5702,3.2766,11.478
-2.3268,93,0.485,2.7868,6.618
-2.6223,56,0.3075,1.7669,3.0288
-2.1134,90,0.5358,3.079,12.74
-1.2426,106,0.517,2.9706,13.1174
-4.4002,101,0.5468,3.1418,14.562
-0.15,105,0.5486,3.1522,13.7753
-1.3831,111,0.5123,2.9441,8.1027
-1.7015,105,0.4884,2.8066,10.6405
-0.9133,126,0.5611,3.2241,16.0983
-4.2258,91,0.4841,2.7817,8.0558
-3.5528,74,0.4333,2.4896,7.0142
-1.71,86,0.4499,2.5852,7.3408
-0.5753,90,0.5587,3.2102,14.0959
-3.3736,70,0.362,2.0802,3.5673
-4.2507,74,0.4586,2.6352,7.4075
-0.552,109,0.4676,2.6868,8.1569
-3.9054,103,0.5534,3.1799,14.145
-4.0905,95,0.4854,2.7891,8.8413
0.1418,98,0.4175,2.3992,5.2086
1.0917,85,0.4688,2.6936,7.4191
-2.3978,77,0.4425,2.5424,8.1286
-4.6049,92,0.5615,3.2262,17.9649
-1.2522,100,0.4473,2.57,6.8275
-0.7228,90,0.4645,2.6693,7.8291
-1.2396,105,0.4661,2.6782,7.353
0.0399,78,0.3947,2.2682,4.1507
-1.0765,102,0.5362,3.0809,11.9287
-4.4351,89,0.4136,2.3767,5.1877
-2.3163,67,0.2693,1.5475,2.097
0.0585,91,0.5628,3.234,16.0139
-0.6979,75,0.3817,2.1932,4.9543
-0.1469,104,0.53,3.0456,11.22
0.175,101,0.5435,3.123,13.1521
-2.1359,99,0.4115,2.3648,6.0023
0.1449,81,0.2659,1.5279,1.9216
-1.551,121,0.5988,3.4408,17.939
-0.0384,81,0.4789,2.7521,8.8715
0.8892,78,0.3003,1.7253,2.6212
-0.6729,101,0.5304,3.0476,12.0952
-0.5091,105,0.5173,2.9722,10.7246
-0.6627,86,0.4482,2.5754,7.0376
0.307,87,0.4775,2.7436,7.7336
0.1698,83,0.5084,2.9212,12.0493
0.6328,86,0.4944,2.8409,8.2088
0.5466,80,0.369,2.1203,3.1665
-0.7142,75,0.416,2.3907,6.7472
-0.8488,71,0.5506,3.1638,15.6706
-1.5271,39,0.2798,1.6078,3.1452
1.7151,52,0.3436,1.9747,3.4928
0.9724,76,0.4671,2.684,8.5113
-0.132,77,0.5139,2.9531,10.1588
-0.1157,73,0.4933,2.8346,11.0461
-3.9315,79,0.5102,2.9318,14.1162
0.9308,62,0.4185,2.4049,5.431
-0.4429,84,0.5757,3.3079,17.9561
-0.6225,53,0.4432,2.5467,9.2132
-0.437,100,0.5554,3.1917,15.2677
0.6692,74,0.5324,3.0595,12.7111
1.2406,77,0.5058,2.9067,9.2901
0.1451,77,0.4939,2.838,9.1983
1.5109,84,0.511,2.9365,8.2902
-1.7872,86,0.5818,3.3431,19.7281
-3.8385,53,0.4229,2.43,7.6528
-0.6035,75,0.5741,3.2987,16.8973
-4.2999,53,0.3818,2.1936,5.2575
-4.0991,58,0.4244,2.4389,6.3093
-2.769,70,0.5426,3.1179,16.3106
-0.291,91,0.5318,3.0558,13.4556
0.2149,71,0.5368,3.0844,13.3689
-1.1132,66,0.4401,2.5291,7.9135
-1.2676,67,0.4698,2.6993,6.8598
-0.3237,78,0.5284,3.0365,13.6361
0.4994,84,0.502,2.8847,8.8355
-0.867,76,0.4841,2.7819,8.529
-2.961,53,0.3472,1.9953,4.3838
0.2597,73,0.5228,3.0039,14.6762
-1.9257,68,0.5357,3.0783,16.5008
1.4385,87,0.5715,3.2839,14.2552
1.8042,70,0.5646,3.2443,18.3416
-2.2561,93,0.5268,3.027,11.284
0.4164,64,0.4867,2.7965,11.3087
0.3658,76,0.4844,2.7836,8.5131
0.406,57,0.4507,2.5898,8.3028
3.7759,77,0.5604,3.2202,14.8185
2.4468,62,0.4211,2.4198,5.6977
-0.4932,91,0.5343,3.0703,10.1934
-1.0581,71,0.4826,2.7729,10.7567
-3.7658,49,0.413,2.373,5.7104
3.995,55,0.3595,2.0656,3.7384
-0.0635,71,0.4224,2.4274,5.3339
-4.7286,52,0.3776,2.1697,4.9439
1.1367,76,0.4302,2.4721,4.7959
0.0183,75,0.458,2.6319,8.7214
-0.2348,76,0.5453,3.1335,15.5063
-0.9052,70,0.4293,2.4668,5.1447
-0.1411,68,0.5019,2.8838,10.3907
1.0757,56,0.3602,2.0697,3.4915
0.3947,83,0.5612,3.2246,15.5864
0.5146,88,0.5679,3.2633,17.8984
-2.4047,72,0.5129,2.9471,10.5331
-1.1837,84,0.4878,2.8033,7.9425
1.1414,81,0.568,3.2637,17.469
0.4879,87,0.5881,3.3794,17.186
1.9437,69,0.5171,2.9716,12.6119
-4.3408,50,0.4272,2.4545,8.262
-0.574,84,0.5341,3.0688,13.0318
-0.6906,81,0.4354,2.5018,5.4112
-0.8896,75,0.5622,3.2307,15.7458
-0.8789,96,0.5199,2.9875,10.5469
-0.6613,60,0.5728,3.2912,20.0016
1.9376,86,0.5707,3.2793,16.0468
2.0513,75,0.5982,3.4373,22.0069
0.7681,71,0.4887,2.808,6.2877
1.5893,76,0.3761,2.1612,3.1699
0.7268,80,0.5417,3.1125,12.1481
-1.6314,59,0.5204,2.9902,14.1071
2.2084,77,0.5559,3.1943,14.6532
-0.3086,75,0.5379,3.0907,13.5941
-1.398,80,0.5373,3.0873,14.3851
-0.552,75,0.521,2.9936,10.5603
0.1353,81,0.4945,2.8412,8.5501
0.0878,76,0.5355,3.0772,14.5903
-0.4573,84,0.5244,3.0132,12.4106
-0.9438,72,0.5188,2.9809,12.251
-1.5117,75,0.4563,2.6222,6.4438
-1.195,73,0.5175,2.9738,12.4373
1.5023,69,0.4623,2.6563,7.3409
-4.8121,61,0.411,2.3616,5.6583
1.6869,62,0.5073,2.9153,9.0204
-0.4199,64,0.5075,2.916,12.0474
-0.9607,54,0.4594,2.6399,9.315
0.5309,78,0.5498,3.1592,16.1154
-0.1519,67,0.5784,3.3238,18.9827
-0.5778,86,0.5659,3.2521,18.1869
1.1299,82,0.5291,3.0402,12.1699
-3.9575,62,0.4337,2.4923,6.35
-0.2967,89,0.3779,2.1716,3.117
3.8983,69,0.5491,3.1551,15.2998
-0.3343,79,0.5357,3.0782,12.1039
-0.2306,85,0.5077,2.9172,10.946
-0.0716,97,0.5629,3.2343,12.6527
-4.0914,88,0.5567,3.1987,15.6744
-0.3415,72,0.4794,2.755,9.0668
1.8611,61,0.4407,2.5322,6.6117
-0.699,75,0.5587,3.2103,17.6846
-2.5075,55,0.4198,2.4125,6.6384
0.8156,71,0.4584,2.6341,8.3199
2.9061,78,0.4477,2.5723,6.1964
-1.8168,60,0.4554,2.6171,8.1773
-0.2598,70,0.4661,2.678,9.2465
-0.6953,79,0.5712,3.2824,14.1331
0.0384,66,0.4408,2.5329,6.2586
3.034,71,0.4328,2.4868,4.6409
0.183,81,0.3751,2.1552,3.3464
1.0899,85,0.5077,2.9173,12.709
0.255,82,0.4126,2.3706,4.3632
1.4179,78,0.5268,3.0269,9.7369
2.5598,62,0.2021,1.1613,1.6263
1.3414,49,0.1886,1.0835,1.6008
-1.6842,42,0.2528,1.4524,2.7864
0.7819,57,0.3318,1.9064,4.1747
2.6098,71,0.4916,2.8249,11.3811
1.2457,69,0.3859,2.2173,3.9062
-1.4677,41,0.3097,1.7798,4.2893
1.7796,53,0.2143,1.2313,1.7937
0.6784,52,0.3478,1.9987,3.5027
0.9623,64,0.3405,1.9564,3.7679
1.0343,50,0.3459,1.9874,4.6355
1.3396,52,0.3299,1.8959,4.1638
-0.9613,46,0.3289,1.8901,3.9157
-0.7591,44,0.3781,2.1724,6.1082
0.1697,44,0.3334,1.9156,4.7469
0.1422,58,0.3704,2.1282,3.3056
0.3775,86,0.4992,2.8685,9.9071
1.4511,57,0.4757,2.7338,10.3546
-1.4666,49,0.2843,1.6335,3.3921
0.6565,47,0.3932,2.2593,6.2073
1.2653,52,0.3408,1.9582,5.0861
0.8984,56,0.3151,1.8105,3.6707
-3.5307,54,0.4559,2.6197,7.3638
0.1917,69,0.475,2.7292,9.7746
0.9006,69,0.4556,2.6181,8.2438
0.9129,36,0.3892,2.2362,5.9995
-0.1595,56,0.277,1.5919,2.7393
-0.7128,76,0.4857,2.7909,9.758
2.8123,60,0.3552,2.0412,3.2501
0.1886,40,0.3098,1.7801,3.8404
-0.4427,62,0.4123,2.3693,6.1186
1.2308,62,0.4118,2.3665,6.459
2.2443,45,0.2065,1.1865,1.7492
0.5412,37,0.2468,1.418,2.6339
0.0683,43,0.2652,1.524,2.3003
2.865,46,0.3089,1.7753,3.4117
-3.1688,56,0.5275,3.0309,14.8989
-4.4658,85,0.5372,3.0866,15.4429
-4.1304,82,0.5059,2.9068,10.4129
-4.5651,72,0.4148,2.3835,6.3115
-2.5035,68,0.3585,2.0602,3.5606
-4.2509,47,0.3133,1.8005,3.9392
-4.6017,59,0.3973,2.2831,6.0022
-4.65,53,0.2896,1.6643,2.933
-3.7573,22,0.3152,1.8114,4.4432
-4.207,44,0.365,2.0972,4.9429
-1.5504,37,0.302,1.7354,3.8378
-4.5927,76,0.3316,1.9053,3.3868
-3.7261,54,0.3742,2.1501,5.0241
-3.9943,65,0.4289,2.4644,6.5913
0.2396,58,0.3526,2.0261,4.1609
-4.2909,78,0.4471,2.5692,7.224
-3.7901,38,0.3564,2.0478,5.2841
-4.0633,65,0.4726,2.7156,10.1842
-4.0636,18,0.2468,1.4182,3.4291
-3.8729,65,0.4164,2.3925,5.4748
-3.7489,39,0.3246,1.8651,4.1012
-2.928,78,0.4468,2.5676,6.6766
-0.092,73,0.4243,2.4383,6.3741
-4.6643,65,0.3877,2.2276,6.0785
-1.2847,84,0.4624,2.657,7.5078
-4.6679,56,0.3805,2.1862,5.1049
-4.4502,83,0.4658,2.6769,9.9431
-1.5394,46,0.3591,2.0635,5.0534
-4.5147,60,0.3715,2.1347,5.1354
-3.4599,59,0.2628,1.5101,2.3578
-4.3895,68,0.3693,2.1221,5.135
-4.2917,51,0.3729,2.1428,4.5189
-3.2309,62,0.4199,2.4128,6.7252
-2.2535,66,0.4735,2.7209,10.557
-3.5315,64,0.3972,2.2824,6.2317
-3.5517,85,0.384,2.2063,4.3906
-4.6191,78,0.5029,2.8896,10.162
-4.0298,45,0.1633,0.9382,1.6198
-1.2361,107,0.4061,2.3337,4.2075
-4.2079,37,0.4144,2.3809,7.9096
-2.2047,29,0.2961,1.7016,3.5959
-3.2999,26,0.2702,1.5527,3.0121
-1.1218,44,0.4455,2.5601,9.5445
-3.5629,23,0.2443,1.4038,2.5652
-4.7637,89,0.5386,3.0947,10.851
-4.7336,66,0.3948,2.2685,5.6921
-1.5983,69,0.4429,2.5451,7.5665
-4.4834,38,0.3928,2.257,6.8779
1.2068,77,0.4364,2.5077,6.9399
-3.949,75,0.4949,2.844,10.4928
-0.706,75,0.4719,2.7115,8.5368
0.1342,67,0.3761,2.1611,4.3197
-0.3176,79,0.4433,2.5473,6.7639
-1.5485,79,0.4429,2.5452,7.042
-0.2921,89,0.5246,3.0147,13.2776
-1.0988,98,0.473,2.718,6.9899
-0.1985,98,0.5144,2.9561,9.9125
-1.0411,77,0.4683,2.6912,8.3649
-0.0655,77,0.444,2.5513,8.1139
-2.0276,86,0.4221,2.4254,6.2614
-0.1707,76,0.3862,2.219,3.9754
-0.0697,89,0.5286,3.0372,14.0739
0.4181,99,0.5253,3.0183,10.7298
-3.1338,95,0.5054,2.9039,12.7983
-1.8562,85,0.4724,2.7146,9.531
0.4148,110,0.544,3.1257,13.497
-0.2253,91,0.5322,3.0581,14.0021
-3.4407,92,0.499,2.8675,10.73
0.1446,105,0.5993,3.4438,18.8539
-0.7792,85,0.522,2.9997,12.6918
-0.4158,117,0.5293,3.0412,12.3526
-4.1424,72,0.4823,2.7714,9.6257
-1.102,90,0.5312,3.0527,12.4637
-3.7724,62,0.433,2.4883,7.665
-3.9716,70,0.4454,2.5595,7.5444
-3.2604,78,0.5326,3.0607,14.5836
-0.9687,94,0.4757,2.7337,7.8983
-2.0556,100,0.5299,3.0448,9.3379
-2.0414,105,0.5333,3.0643,12.366
-0.5653,69,0.434,2.4936,6.4981
1.9579,66,0.3924,2.2548,3.5907
-0.9825,53,0.3656,2.1007,4.897
-2.2441,84,0.5079,2.9185,10.5602
-0.8756,66,0.4184,2.4041,6.9416
-0.3291,73,0.4227,2.4288,5.9297
-2.2936,79,0.4581,2.6325,7.8338
-0.285,74,0.4619,2.6541,9.1559
0.6128,80,0.4907,2.8199,8.6722
-3.6259,91,0.5175,2.9739,10.6065
-0.5982,89,0.5008,2.878,10.578
-0.0311,108,0.5789,3.3266,17.1514
-1.3658,110,0.3751,2.1552,3.0831
-2.3216,102,0.4678,2.6883,6.6267
-0.2504,85,0.5337,3.067,14.5707
-3.0571,59,0.432,2.4826,6.6721
-4.0382,81,0.5094,2.927,12.2873
0.0812,87,0.5377,3.0896,13.573
-2.906,124,0.5154,2.9614,9.2989
-4.296,87,0.5269,3.0275,13.4795
-0.492,93,0.5118,2.941,10.3826
2.8198,55,0.4596,2.6411,8.8821
1.375,46,0.4059,2.3323,5.2495
2.2751,31,0.3882,2.2305,6.023
4.2423,46,0.4625,2.6574,9.2856
4.3512,45,0.4838,2.78,10.1633
3.5952,21,0.1167,0.6703,1.3662
4.108,33,0.3787,2.1763,4.9973
2.0185,26,0.3598,2.0672,4.7934
3.7787,25,0.4091,2.3506,6.2064
3.8616,27,0.3528,2.0275,5.1653
4.037,34,0.4896,2.8135,12.8749
4.1472,24,0.4555,2.6173,10.0068
1.9667,32,0.3045,1.7498,3.7293
1.2918,52,0.4954,2.8469,13.0346
2.2982,39,0.3532,2.0295,5.3213
3.0526,50,0.4666,2.681,9.3981
1.5989,74,0.5146,2.9569,13.2234
2.7327,56,0.4404,2.5305,9.1608
1.5813,72,0.3883,2.231,3.9138
1.0819,67,0.484,2.7812,9.6845
0.2155,51,0.3762,2.1617,5.6313
-2.286,28,0.3489,2.005,5.8297
2.5993,72,0.4094,2.3528,5.3664
1.1495,64,0.5054,2.9039,12.5638
-1.5832,97,0.5064,2.9096,9.4616
3.229,49,0.5042,2.8972,13.2797
3.5269,56,0.3883,2.2311,4.2235
3.5357,50,0.5084,2.9213,11.8849
1.2725,39,0.3026,1.7388,3.41
3.3644,57,0.4212,2.4204,6.4988
1.9802,51,0.3533,2.0302,4.5751
1.3588,61,0.5038,2.8948,11.6701
3.0281,41,0.478,2.7468,10.0976
-3.0822,63,0.4109,2.3614,6.6186
2.7234,59,0.4878,2.803,12.538
0.607,68,0.4695,2.6979,9.2699
0.0169,69,0.5149,2.9587,13.1977
-2.2052,54,0.4845,2.784,11.8886
0.4096,37,0.349,2.0052,4.9269
-0.9189,73,0.5376,3.0894,16.1087
3.1909,39,0.4194,2.41,7.6448
1.8005,65,0.4114,2.3642,7.1101
0.2681,78,0.5211,2.9946,10.8185
1.7107,63,0.3852,2.2137,4.5754
-0.6367,71,0.5415,3.1117,16.6767
-2.0541,44,0.3752,2.1557,5.8009
-4.0549,88,0.4255,2.445,4.6436
-0.2126,67,0.5228,3.0041,13.5417
1.3334,42,0.3725,2.1404,6.5839
2.3055,66,0.4607,2.6474,6.6754
-0.3554,62,0.4927,2.8313,11.056
3.2449,72,0.5133,2.9496,12.5818
2.6461,78,0.528,3.0341,12.9055
0.7722,56,0.4227,2.429,8.6642
2.8133,58,0.4832,2.7767,9.4852
-1.2269,42,0.3286,1.8883,3.5097
2.911,50,0.4708,2.7054,9.3193
0.0471,46,0.4439,2.5505,8.9469
-0.6096,42,0.3004,1.726,3.1783
1.8806,66,0.4563,2.622,9.3748
2.133,55,0.4545,2.6117,10.4026
2.4336,65,0.5313,3.0531,14.5156
0.4679,37,0.3008,1.7284,3.4365
1.5241,28,0.2935,1.6863,3.3422
-0.7503,62,0.4502,2.5868,7.7087
-0.748,65,0.4229,2.4298,6.2779
1.79,39,0.3891,2.236,5.8043
3.0346,54,0.4505,2.5888,9.2623
2.5292,47,0.3979,2.2865,6.8019
4.5402,64,0.4778,2.7458,9.2753
0.5844,46,0.3399,1.9531,3.4953
0.0,38,0.3686,2.1178,5.969
3.5254,53,0.3136,1.8021,2.9246
-0.2708,63,0.4524,2.5997,9.3159
-0.7677,81,0.5661,3.2531,16.4753
3.4325,57,0.4549,2.614,9.217
3.3923,63,0.4675,2.6863,9.0493
4.2028,28,0.3337,1.9173,4.7304
-0.8751,35,0.3553,2.0418,4.9066
0.0064,41,0.2328,1.3379,2.5154
3.9486,45,0.4104,2.3581,6.058
1.1974,62,0.479,2.7523,11.3342
1.3605,45,0.3003,1.7257,3.8176
-0.6479,73,0.3601,2.0694,4.3407
1.6658,48,0.3809,2.1888,5.4632
0.0262,45,0.3739,2.1486,4.7171
2.2464,55,0.4355,2.5024,8.1687
2.2139,71,0.5113,2.938,11.3115
2.0347,60,0.5116,2.9396,11.0503
0.003,39,0.2981,1.7129,3.5065
2.46,55,0.4435,2.5484,9.0244
-2.3253,51,0.4286,2.4627,6.6966
3.9074,66,0.5096,2.9281,12.4599
-3.8905,67,0.4215,2.4218,4.8632
1.5312,56,0.4521,2.5977,7.654
-0.016,42,0.3606,2.072,4.0812
-2.9409,70,0.4726,2.7159,9.7177
2.2273,47,0.4388,2.5212,10.3562
1.7575,84,0.5369,3.0849,13.7825
0.5329,75,0.5176,2.9741,12.8674
1.5633,16,0.2835,1.6289,4.0439
1.1711,59,0.4486,2.5778,7.264
2.038,29,0.3473,1.9955,5.2243
2.975,49,0.4438,2.5502,7.5368
2.3229,72,0.4958,2.8492,11.0937
1.6241,68,0.4655,2.6748,8.5942
2.5287,57,0.3966,2.2787,6.3122
1.5963,64,0.4541,2.6096,6.2923
3.4321,70,0.4394,2.525,6.7273
-3.4528,50,0.3537,2.0324,5.0173
1.9129,76,0.4871,2.7988,8.2053
3.2697,46,0.4408,2.5329,9.2134
-0.851,58,0.4148,2.3834,6.9364
1.608,34,0.3176,1.825,4.4738
-0.2313,41,0.3423,1.967,4.2775
1.0864,46,0.4515,2.5945,9.5426
3.1186,68,0.4727,2.7161,6.7598
1.6863,52,0.4735,2.721,11.0295
4.1135,58,0.4952,2.8454,10.698
0.8883,33,0.3112,1.7882,4.3408
3.3169,68,0.5023,2.8862,11.7351
3.4161,49,0.4475,2.5713,9.1764
1.8153,23,0.2857,1.6417,3.6899
-1.3998,38,0.2973,1.7086,3.9428
-3.1079,66,0.4561,2.6206,8.0114
0.3301,36,0.3918,2.2511,7.9169
-2.7454,58,0.4337,2.4921,8.9092
4.0782,24,0.2517,1.4462,2.5396
0.6262,50,0.4242,2.4378,6.7651
3.5376,54,0.4574,2.6281,8.671
2.2501,36,0.3912,2.2481,6.4921
3.8979,59,0.4945,2.8412,12.9639
2.4481,49,0.3927,2.2568,5.991
3.8018,25,0.4198,2.412,8.2042
2.2283,76,0.5074,2.9156,12.7949
3.2691,52,0.2391,1.3741,1.8785
1.3912,70,0.4826,2.7731,10.4248
-0.4673,42,0.4226,2.4284,7.3648
2.6618,74,0.5096,2.9283,12.7861
0.3604,56,0.4989,2.8666,12.459
1.0178,72,0.2465,1.4162,1.8148
3.042,44,0.3663,2.1049,4.8934
1.1166,62,0.4941,2.8394,9.5829
3.0067,60,0.4852,2.7879,10.9636
2.0089,35,0.4108,2.3604,7.3325
2.1634,38,0.3638,2.0903,4.4041
1.1096,75,0.4736,2.7215,6.4175
0.6755,53,0.4835,2.7785,10.575
3.287,59,0.5073,2.9148,13.5488
3.7221,64,0.4789,2.7518,7.8327
0.7291,50,0.4416,2.5378,7.7215
1.94,51,0.4237,2.4349,7.466
1.7423,73,0.5311,3.0521,13.9236
-0.6033,52,0.3936,2.2617,6.0392
0.7909,58,0.4046,2.3252,7.1902
4.1485,52,0.5324,3.0592,15.6808
1.5159,69,0.5057,2.9058,12.0729
3.6317,38,0.4719,2.7115,10.9395
3.6366,32,0.4419,2.5391,8.6754
-0.0875,58,0.3261,1.8738,3.6172
2.8946,20,0.2075,1.1925,2.3931
2.8662,47,0.3999,2.2978,6.5031
2.8279,50,0.4624,2.6568,10.1097
3.9178,43,0.4687,2.6932,9.2708
0.4661,46,0.3152,1.8113,3.8706
-3.76,46,0.3368,1.9352,4.5946
2.9965,42,0.4173,2.3981,7.5774
-2.4446,40,0.3214,1.8469,4.4195
-2.5215,65,0.4351,2.4999,8.227
2.757,57,0.4798,2.7572,7.8656
1.495,22,0.2263,1.3005,2.0114
-0.7259,38,0.3885,2.2326,6.4193
0.5142,55,0.3743,2.1509,3.9416
0.7648,59,0.4791,2.7532,9.9101
2.0758,41,0.3699,2.1255,5.4389
-0.2343,34,0.3447,1.9809,4.8573
0.0,20,0.1841,1.058,1.8215
2.768,52,0.4515,2.5946,8.3738
3.9244,28,0.4341,2.4944,10.3181
-0.214,22,0.2906,1.67,4.1465
3.7055,43,0.4343,2.4954,8.7319
2.8505,40,0.4182,2.4031,8.1039
-2.9205,35,0.3544,2.0366,4.2874
1.1229,77,0.4964,2.8525,11.496
2.1234,46,0.3749,2.154,4.4596
4.0497,44,0.3511,2.0173,4.4635
1.6458,59,0.4632,2.6618,9.7745
-0.7021,44,0.3807,2.1877,6.0164
-0.3588,58,0.4469,2.5682,9.1259
0.381,44,0.2909,1.6715,3.2245
-2.1702,50,0.3759,2.1602,5.2175
0.0,27,0.3388,1.9468,4.1952
3.3152,49,0.4798,2.7571,10.2626
2.6572,66,0.3811,2.1897,4.1598
3.7963,44,0.4618,2.6538,9.1201
3.6857,50,0.418,2.402,5.547
1.0731,37,0.3903,2.2428,6.6079
-3.3822,57,0.3635,2.089,4.8222
2.0521,68,0.5,2.8733,11.6953
2.0678,57,0.465,2.6721,10.1301
-0.6319,79,0.462,2.6548,8.3548
1.1858,33,0.3577,2.0552,5.3036
3.6354,31,0.4002,2.2998,7.247
0.6611,50,0.388,2.2297,5.0375
1.3122,55,0.5029,2.8899,13.5506
-2.6145,35,0.2009,1.1544,2.1895
1.9082,53,0.5181,2.9773,15.0221
3.4122,31,0.4646,2.6696,11.3259
1.0767,59,0.4866,2.7959,11.779
-0.4391,49,0.3866,2.2215,5.6646
2.2915,72,0.5671,3.2588,18.9234
0.8164,52,0.322,1.8501,3.2291
3.9914,57,0.2359,1.3553,1.87
-2.528,64,0.3932,2.2594,6.457
3.2754,47,0.4096,2.3537,6.6861
-1.9481,41,0.3533,2.0304,5.6761
-3.1589,42,0.3883,2.2312,6.367
1.2499,61,0.4376,2.5146,6.9901
-0.9785,59,0.4361,2.5059,6.9614
0.2491,71,0.4865,2.7954,11.3855
1.1635,76,0.4942,2.8397,10.1731
